i	dep_id	line	struct_type	struct	struct_text	inserted_by	insert_date	updated_by	update_date
197	"10107376"	1	"R"	""	"Unique Continuity Of Gold-Bearing Horizons Over Extended Area, Though Locally There Was Erosion And Redeposition Of Overlying Sediments."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
198	"10107376"	1	"L"	""	"Uniformly Gentle Dip, But With Local Folds And Faults.  Overlying Lavas & Dolomites."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
199	"10024811"	1	"R"	""	"Contact Aureole Of Mid To Late Proterozoic Granite?"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
200	"10084762"	1	"R"	""	"Faulted Stratigraphic Unit"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
201	"10084762"	1	"L"	""	"Massive,Veins And Disseminated Ore Deposit Mainly In Diabase"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
202	"10010689"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
203	"10010689"	1	"L"	""	"Local Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
204	"10072661"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
205	"10072661"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
206	"10111545"	1	"R"	""	"Flat Lying Roraima"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
207	"10072200"	1	"L"	""	"North-Trending Fault Bring Penn Limestone On The West Against Perm Sandstone On The East."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
208	"10057605"	1	"L"	""	"Beds At N10w, 35sw (Homocline)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
209	"10005738"	1	"R"	""	"Plegamiento, Fallas Con Rumbo N-W, Intrusivos Hipabisales, Domos."	"MRDS migration"	"29-OCT-02"	""	""
210	"10014368"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
211	"10055107"	1	"R"	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
212	"10055107"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
213	"10088800"	1	"R"	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
214	"10088800"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
215	"10102253"	1	"L"	""	"Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
216	"10048325"	1	"R"	""	"Ne Trending Quartz-Mica Diorite Dikes (Ross, 1925)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
217	"10072522"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
218	"10072522"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
219	"10078728"	1	"R"	""	"Salt Valley Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
220	"10040783"	1	"L"	""	"Contact With Basalt Dike Local Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
221	"10310541"	1	"L"	""	"Paleozoic thrusting and folding and Tertiary age high angle faulting have affected rocks in the mine area. Limestone beds are gently folded along ENE-trending fold axes, forming anticlines and synclines that plunge 10-40 degrees to the east. The dominant Tertiary fault sets strike northwest and north-south; other sets strike east-northeast and northeast."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:07"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
222	"10310541"	1	"R"	""	"The deposit is located in a window of lower plate rocks below the Roberts Mountain Thrust and lying along the NW-trending Battle Mountain-Eureka Trend of mineral deposits."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:19"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
223	"10069893"	1	"L"	""	"Brecciation, Fault, And Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
224	"10047538"	1	"R"	""	"Range-Front Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
225	"10047539"	1	"R"	""	"Range Front Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
226	"10047536"	1	"R"	""	"Range-Front Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
227	"10310095"	1	"R"	""	"Syncline"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
228	"10079920"	1	"R"	""	"Mississippi Embayment"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
229	"10025073"	1	"L"	""	"Existe Una Pequena Falla Y Esta Ubicada Cerca Del Intrusivo."	"MRDS migration"	"29-OCT-02"	""	""
230	"10088096"	1	"L"	""	"South Flank Little Rockies Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
231	"10072659"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
232	"10072659"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
233	"10067542"	1	"R"	""	"Ne-Sw Trend, Columbia-Quantico Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
234	"10049847"	1	"L"	""	"Axis Of Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
235	"10049851"	1	"L"	""	"N-S"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
236	"10057886"	1	"R"	""	"Three, North-South Faults Regarded As Part Of Falla Oeste."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
237	"10057886"	1	"L"	""	"Bedding - N20e, 30se (Andesite)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
238	"10062073"	1	"R"	""	"Large Open Folds (Up To Several Km Across) With Wide Areas Of Horizontal Bedding, Trend N30w To N15e."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
239	"10049994"	1	"L"	""	"N70e Lineaments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
240	"10069425"	1	"R"	""	"Northwest-Trending Synclinorium Bounded On The Northeast By The Serranias Del Burro And On The Southwest By The Sierra Del Carmen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
241	"10069425"	1	"L"	""	"Aguachile Mountain - An Example Of Intrusive Igneous Doming, Cauldron Subsidence, And Ring And  Arcuate Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
242	"10004027"	1	"R"	""	"Anticlinal En El Flanco Sw."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
243	"10040007"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
244	"10013156"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
245	"10013156"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
246	"10013160"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
247	"10013160"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
248	"10013166"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
249	"10013166"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
250	"10013167"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
251	"10013167"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
252	"10013169"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
253	"10013169"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
254	"10013164"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
255	"10013164"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
256	"10015348"	1	"R"	""	"Paunsaugunt Plateau Bounded By The Sevier And Paunsaugunt Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
257	"10015348"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
258	"10109665"	1	"L"	""	"Mapped At 500 Ft West Of Major North Trending Shear"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
259	"10015881"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
260	"10015881"	1	"L"	""	"Scratchgravel Quartz Monzonite Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
261	"10042164"	1	"L"	""	"Horizontal Ore Shoots Along Beddings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
262	"10071645"	1	"L"	""	"Brecciation, Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
263	"10105677"	1	"L"	""	"E - W Shear Zone Roughly 10 Mi. Long"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
264	"10043729"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
265	"60000690"	2	"R"	"Anticline"	"GAARA ANTICLINE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
266	"10079563"	1	"R"	""	"Jointing, Folding, Block Faulting"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
267	"10055030"	1	"L"	""	"Falla De Sobrescurrimiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
268	"60000328"	2	"R"	""	"BOULDER BATHOLITH"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
269	"10049901"	1	"L"	""	"Ne And Ew Lineaments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
270	"10027702"	1	"L"	""	"Granite And Basic Dike Rock Is Highly Altered And Numerous Slip Planes Are Exposed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
271	"10005738"	1	"L"	""	"Fracturas Con Rumbo General N 45-75 E, Con Buz. Vertical, Zona De Contacto Intrusivo-Calizas."	"MRDS migration"	"29-OCT-02"	""	""
272	"10039629"	1	"L"	""	"Fractured, Faulted Nnw Slivers Of Paleozoios; Thrust Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
273	"10096168"	1	"R"	""	"North-Trending Folds, Faults, And Plutonic Masses"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
274	"10096168"	1	"L"	""	"Assymetrical Tierra Amarilla Amticline Strikes & Pluges N And Is  Intruded By Andean Batholith And Associated Rocks And Veins. Flanks Of Anticline Are Folded; Both Batholith And Anticline Are Faulted"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
275	"10090122"	1	"R"	""	"Raton Basin Trough, Sierra Grande Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
276	"10090122"	1	"L"	""	"Model Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
277	"10013152"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
278	"10013152"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
279	"10013153"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
280	"10013153"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
281	"10013154"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
282	"10013154"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
283	"10013157"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
284	"10013157"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
285	"10013159"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
286	"10013159"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
287	"10090915"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
288	"10090915"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
289	"10013165"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
290	"10013165"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
291	"10070358"	1	"L"	""	"Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
292	"10088153"	1	"R"	""	"Paunsaugunt Plateau Bounded By The Sevier And Paunsaugunt Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
293	"10088153"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
294	"10097973"	1	"R"	""	"Paunsaugunt Plateau Bounded By The Sevier And Paunsaugunt Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
295	"10097973"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
296	"10019909"	1	"R"	""	"Tobacco Root Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
297	"10019909"	1	"L"	""	"Fault Zone, Ramshorn Synform"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
298	"10094776"	1	"R"	""	"Large Scale Nw Trending Fault (Silver Creek) Directly To North Of Mine. Throws Along Fault Range From 2000 To Several Thousand Feet."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
299	"10023122"	1	"R"	""	"Fallas"	"MRDS migration"	"29-OCT-02"	""	""
300	"10094776"	1	"L"	""	"Joints And Faults Which Generally Strike About North-Northwest"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
301	"10019567"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-02"	""	""
302	"10068924"	1	"L"	""	"Oval Stock (Medium- To Fine-Grained White Granite) About 900 M Long In A N-S Direction By About 500 M Wide Intrudes Folded Limestone Of  Probable Early Cretaceous Age. The Limestone Is Overlain By Sandstone At The Nw Edge Of Mapped Area. Limestone Structure 'Appears' To Form A Steeplimbed North-Trending Anticline Slightly Overturned To The East. Bedding At Least Along East And West Sides Of Stock Is Roughly Parallel To The Intrusive Contact."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
303	"10086874"	1	"R"	""	"Sinclinal, Fallas"	"MRDS migration"	"29-OCT-02"	""	""
304	"10086874"	1	"L"	""	"Fracturas Con Rumbo General N 10 W, Con Buzamiento De 80 E"	"MRDS migration"	"29-OCT-02"	""	""
305	"10099571"	1	"L"	""	"E Limb Of Small Open Anticline, Axial Plane N15-20w, Vertical Dip."	"MRDS migration"	"29-OCT-02"	""	""
306	"10073088"	1	"R"	""	"Hokuroku Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
307	"10073088"	1	"L"	""	"Rhyolite Domes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
308	"10012881"	1	"R"	""	"Wet Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
309	"10012881"	1	"L"	""	"Chandler Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
310	"10013151"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
311	"10013151"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
312	"10013161"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
313	"10013161"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
314	"10013162"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
315	"10013162"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
316	"10013163"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
317	"10013158"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
318	"10013158"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
319	"10094557"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
320	"10094557"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
321	"10090916"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
322	"10090916"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
323	"10013168"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
324	"10013168"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
325	"10015882"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
326	"10044156"	1	"R"	""	"Resurgent Caldron"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
327	"10071900"	1	"L"	""	"Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
328	"10019728"	1	"R"	""	"General Structural Grain Of Northward Trending Faults Which Are Parallel To Subparallel To Folds"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
329	"10027143"	1	"L"	""	"Fissure Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
330	"10021659"	1	"L"	""	"Mesozoic-Cenozoic Orogenic Belt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
331	"10085827"	1	"R"	""	"Restricted To The Southwestern Marginal Portion Of The Tanalyk-Baimak Mesozoic Depression"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
332	"10015735"	1	"R"	""	"Red Hills Caldera And Central Intrusive"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
333	"10026276"	1	"R"	""	"The Hartselle Sandstone Trends Northwest, Pinching Out To The Northeast And Southwest."	"MRDS migration"	"29-OCT-02"	""	""
334	"10310695"	1	"R"	""	"Bear Mountains Fault Zone"	"Surveys and Analysis Project"	"07-MAR-2008 12:51:14"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
335	"10310001"	2	"L"	""	"Flat lying"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
336	"10310001"	1	"R"	""	"Michigan basin"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
337	"10106945"	1	"L"	""	"E-W And N60-70w Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
338	"10049852"	1	"L"	""	"N-S Graben Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
339	"10069946"	1	"L"	""	"Vein Shows Little Brecciation Of Post - Mineral Movement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
340	"10085828"	1	"L"	""	"Karst Areas In The Carboniferous Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
341	"10001344"	1	"L"	""	"Tight Isoclinal Folds; Two Sets Of Persistent Fractures Strike N-S And N 20-40 E, Dip Steeply E"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
342	"10048173"	1	"R"	""	"Granite Is Massive And Unfoliated"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
343	"10048173"	1	"L"	""	"Veins Parallel Andesite Dikes Which Trend E-W To Ne And Dip At Low Angles, Less Than 40 Deg."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
344	"10100943"	1	"L"	""	"Silverbow Transverse Fault Offsets Lode System About 1800 Ft"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
345	"10039163"	1	"L"	""	"Paleozoic-Mesozoic Alazeya-Oloy Eugeosynclinal System"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
346	"10072662"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
347	"10072662"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
348	"10049855"	1	"L"	""	"Ne Lineaments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
349	"10027459"	1	"L"	""	"Mineralization Terminated To W By A Steep Ne Striking Fault"	"MRDS migration"	"29-OCT-02"	""	""
350	"10044539"	1	"L"	""	"Thrust Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
351	"10098482"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
352	"10082712"	1	"R"	""	"Westward plunging synclinorium open at western end; regional trends are eas"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
353	"10102129"	1	"R"	""	"On North Limb Of Uinta Arch, East Of Wasatch Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
354	"10102129"	1	"L"	""	"The Silver Fork Fault Lies To The East Of The Workings; Wellington Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
355	"10106951"	1	"R"	""	"Sand, Clay"	"woodruff"	"19-JUN-2003 12:30:31"	""	""
356	"10004082"	1	"L"	""	"Falla Vilcabamba"	"MRDS migration"	"29-OCT-02"	""	""
357	"10057928"	1	"L"	""	"Fractures At 0, 60e"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
358	"10025183"	1	"L"	""	"Pegmatite Is Concordant With Wall Rock Structure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
359	"10013761"	1	"R"	""	"Front Range Uplift, Denver Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
360	"10013761"	1	"L"	""	"Floyd Hill Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
361	"10020098"	1	"L"	""	"Beds Strike N 55 W, Dip 20 Ne.  Fractures Trend N-S, N 25 E, N 35 E, N 65 E, N 55 W And Dip 70 - 90 W."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
362	"10069767"	1	"L"	""	"Miner Lake Fault, Freeman Dike Zone, Country Rock Trends N15e, 15se."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
363	"10088905"	1	"R"	""	"Nnw Striking Vein And Fault System"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
364	"10088905"	1	"L"	""	"Vein Mapped As Fault S Of Mine, Open File Report 78 468"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
365	"10085869"	1	"R"	""	"Kurai Regional  Zone Of Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
366	"10085869"	1	"L"	""	"Deposit Is Restricted To The Zone Of The Ak-Tash Overthrust, Arranged En Echelon With The Chaganuzun Overthrust"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
367	"10037207"	1	"L"	""	"Beds Locally Folded And Crushed Along Nw Trending Fault."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
368	"10009764"	1	"L"	""	"reverse fault"	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
369	"10109785"	1	"L"	""	"Fault N60w Strike Is 100 M S Of Mine-Kelly Fault."	"MRDS migration"	"29-OCT-02"	""	""
370	"10044186"	1	"L"	""	"A N45w Trending Fault, A N20e Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
371	"10103999"	1	"R"	""	"Reg.Struct: Mod. Regional Deformation. Fold Axes Trend N.S. Axal Planes Dip W."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
372	"10103999"	1	"L"	""	"Crumpling, Folding, Shearing Of Country Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
373	"10045607"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
374	"10019734"	1	"R"	""	"General Structural Grain Of W To Nw Trending Folds And Faults."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
375	"10019734"	1	"L"	""	"Dioritic Dike Approx. 0.3 Mi Long And 0.1 Mi Wide.  Westward Trending Fault.  Se Plunging Anticline.  Nw Trending Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
376	"10099333"	1	"L"	""	"Falla De Sobrescurrimiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
377	"10013163"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
378	"10090917"	1	"R"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
379	"10090917"	1	"L"	""	"Washakie Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
380	"10029136"	1	"L"	""	"Some Ore Lenses Have Been Subjected To Complex Folding And Faulting."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
381	"10015349"	1	"R"	""	"Paunsaugunt Plateau Bounded By The Sevier And Paunsaugunt Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
382	"10015349"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
383	"10011925"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
384	"10033095"	1	"L"	""	"Country Rock Is Highly Broken And Jointed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
385	"10072523"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
386	"10072523"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
387	"10102061"	1	"L"	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
388	"10040029"	1	"L"	""	"Existence Of Fault On Sandstone Chert Contact Has Been Postulated"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
389	"10055824"	1	"L"	""	"Akchatau Granite Intrusion, (Perm)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
390	"10073089"	1	"L"	""	"Akenobe Fault And Other Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
391	"10013965"	1	"R"	""	"Front Range Uplift, Sherman Batholith, Virginia Dale Ring-Dike Comp Lex"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
392	"10013965"	1	"L"	""	"Sherman Batholith"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
393	"10019090"	1	"R"	""	"Bearmouth Overthrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
394	"10019090"	1	"L"	""	"Garnet Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
