i	dep_id	line	conc_proc	conc_proc_text	inserted_by	insert_date	updated_by	update_date
218	"10106168"	1	""	"Exhalations From Distal Volcanic Vent(S) Produced Sulfides As Submarine Precipitates.  Some Further Concentration Due To Metamorphism And Deformation, With Later Supergene Enrichment Of Copper Ores."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
219	"10088066"	1	""	"Hydrothermal Fluids"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
220	"10104231"	1	""	"Quartz - Mica Segregation Within An Associated Pegmatite Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
221	"10014856"	1	""	"Precipitation From Hydrothermal Solutions, Precipitation During Replacement Reactions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
222	"10042436"	1	""	"Sedimentary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
223	"10042063"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
224	"10087031"	1	""	"Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
225	"10011739"	1	""	"Extensive Oxidation Enrichment And Much Oxidized Ore Was Mined Before 1900."	"MRDS migration"	"29-OCT-02"	""	""
226	"10038030"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
227	"10109892"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
228	"10009214"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
229	"10087463"	1	""	"Wind Action (Aeolian)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
230	"60001793"	1	"GRAVITY"	"PLACER"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
231	"10055561"	1	""	"Most Is Fine Grain Granitic Pegmatite;  Some Of The Mass Is A Coarse Segregation Of Graphic Granite, Rose Quartz With Interstitial Plagioclase, Quartz, Muscovite, And Tourmaline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
232	"10055052"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
233	"10100868"	1	""	"Oxidized To 40-60m Depth."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
234	"10048074"	1	""	"Oxidation And Enrichment At Near-Surface"	"MRDS migration"	"29-OCT-02"	""	""
235	"10070102"	1	""	"Secondary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
236	"10013170"	1	""	"Reworking Of Gravels By Streams"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
237	"10033667"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
238	"10089466"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
239	"10014874"	1	""	"Precipitation From Fluids In Fissures, Metasomatic Replacement Adjacent To Fissures, Contact Metasomatic Skarns"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
240	"10089196"	1	""	"Ore May Be Intensely Leached On Top Of Alta Mountain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
241	"10043903"	1	""	"Supergene Enrichment Above 500 Ft Level"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
242	"10310583"	1	""	"Open-space filling, replacement"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
243	"10040578"	1	""	"Solfataric Origin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
244	"10048166"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
245	"10083189"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
246	"10030918"	1	""	"Oxidized Zone Above Adit Shows Streaks Of Azurite And Malachite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
247	"10048265"	1	""	"Oxidation And Enrichment At Near-Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
248	"10011897"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-02"	""	""
249	"10071510"	1	"Mesothermal"	"Mesothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 09:10:43"
250	"10015479"	1	""	"Compaction And Metamorphism For Coal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
251	"10081611"	1	""	"Deposit Is Gravity Concentration Of Early Exolved Magmatic Sulfide. Some Remobilization By Later Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
252	"10103834"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
253	"10069790"	1	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
254	"10002363"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
255	"10037177"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
256	"10102290"	1	""	"Weathering And Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
257	"10040784"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
258	"10047095"	1	""	"Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
259	"10098216"	1	""	"Quartz In Vein Associated With Calcite And Sulfides Appear To Have Been Subjected To Secondary Leaching Processes Presenting A Cellular Quartz Structure;  May Be Due To Removal Of Calcite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
260	"10048830"	1	""	"Hydrothermal Sulfide Dissemination Related To Quartz Monzonite Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
261	"10043979"	1	""	"Near-Surface Oxidation-Enriched In Ag, Pb."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
262	"10079679"	1	""	"Secondary Enrichment Through Weathering Of Gonditic Rocks Containing 20-25      % Mn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
263	"10026951"	1	""	"Mineralization Along Fissure Veins With Irregular Bodies Extending Into Granite Country Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
264	"10043980"	1	""	"Some Near-Surface Oxidation Of Ore (Less Than 50 Ft)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
265	"10088568"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
266	"10096840"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-02"	""	""
267	"10020878"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
268	"10011201"	1	""	"Igneous-Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
269	"10037386"	1	""	"Epithermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
270	"10082669"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
271	"10040922"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
272	"10005760"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
273	"10020502"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
274	"10088118"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
275	"10040750"	1	""	"Replacement By Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
276	"10080110"	1	""	"Replacement (Titanium Mineralization Post-Emplacement)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
277	"10069952"	1	""	"Metasomatism, Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
278	"10010841"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
279	"10021312"	1	""	"Lacustrine, Some Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
280	"10082713"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
281	"10055219"	1	""	"Hydrothermal Leaching Of Host Volcanic Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
282	"10103933"	1	""	"In Shallower Levels (500 Ft): Chalcopy Repl. By Covellite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
283	"10310584"	1	""	"Open-space filling"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
284	"10071394"	1	""	"Questionable.  Diamonds Thought To Have Been Transported Via Orange River From Inland Kimberlite Pipes To Points Of Deposition In Beach Terraces In This Area.  High Percentage Of Gem Diamonds And Limited Percentage Of Industrial Diamonds Not Adequately Explained Geologically."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
285	"10039547"	1	""	"Hydrothermal, Pitchblende Formed By Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
286	"10046005"	1	""	"Igneous Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
287	"10082668"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
288	"10101784"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides. Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag. Secondary Enrichment Was Shallow And Important In Early Production. Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
289	"10043981"	1	""	"Oxidation Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
290	"10042249"	1	""	"Groundwater Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
291	"10010767"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
292	"10041743"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
293	"10005707"	1	""	"Primario Y Secundario"	"MRDS migration"	"29-OCT-02"	""	""
294	"10088186"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
295	"10101412"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
296	"10027181"	1	""	"Oxidation And Enrichment At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
297	"10087983"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
298	"10068728"	1	""	"Info Not Available"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
299	"10005765"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
300	"10026464"	1	""	"Weathering (Deep) Of Pegmatite To Form Halloysite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
301	"10004202"	1	""	"Moderado?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
302	"10023058"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
303	"10048297"	1	""	"Mineralization Along Fissure Veins; Ore Decreases In Grade From The Dike Toward The Footwall And Is Essentially A Primary Sulfide"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
304	"10038993"	1	""	"Hydrothermal Solutions At 270 - 200 Deg C"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
305	"10097952"	1	""	"Upward Migration Of Oil Trapped By Angular Unconformity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
306	"10080425"	1	""	"Hot Spring System."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
307	"10082654"	1	""	"Supergene"	"MRDS migration"	"29-OCT-02"	""	""
308	"10045130"	1	""	"Hydrothermal Fluids"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
309	"10026660"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
310	"60001663"	1	""	"HYDROTHERMAL FLUIDS IN OPEN SPACE FILLINGS."	"MRDS migration"	"30-SEP-07"	""	""
311	"10310547"	1	""	"The deposit is partially  oxidized to 100 ft below the surface."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
312	"10069947"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
313	"10012211"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
314	"10087521"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
315	"10012213"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
316	"10026835"	1	""	"Oxidation Near The Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
317	"10037465"	1	""	"Copper Sulfide And Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
318	"10011669"	1	""	"Gravity Concentration And Stream Sorting"	"MRDS migration"	"29-OCT-02"	""	""
319	"10015767"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
320	"60001795"	1	"WEATHERING"	"LATERITIZATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
321	"10106142"	1	""	"Sedimentation And Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
322	"10105402"	1	""	"Weathering Down To 30-60 M Below Surface."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
323	"10310586"	1	""	"Open-space filling"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
324	"10027890"	1	""	"Oxidation And Enrichment At Near-Surface"	"MRDS migration"	"29-OCT-02"	""	""
325	"10080245"	1	""	"Epigenetic Telethermal Solutions."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
326	"10021952"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
327	"10085438"	1	""	"Oxidation And Secondary Enrichment Have Occurred."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
328	"10087590"	1	""	"Pressure From Stock Beneath Bachelor Caldera Reactivated Keystone Graben And Started A North-To-South-Flowing, Freely Convecting Hydrothermal System Of Sulfate-Rich Solutions That Deposited Ore And Gangue Near Top Of Convecting Cell By Hypogene Enrichment Process.   Boiling, With Loss Of Acid Constituents, And Resulting Rise In Ph Caused Precipitation Of Ores And Formation Of Intensely Altered Sericitic Cap Above Ore.   Cap Is Actually Coalescence Of Alteration Fans Spreading Upward And Outward Thru Fractured And Porous Rock In Main Fault Zones And Along Parallel And Antithetic Fractures In Hanging Wall."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
329	"10042805"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
330	"10022060"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
331	"10003922"	1	""	"Supergene Alteration Of Surrounding Rocks (Mainly Igneous Rocks)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
332	"10310385"	1	""	"Hydrothermal sulfide dissemination related to quartz monzonite intrusion"	"Surveys and Analysis Project"	"01-SEP-07"	"Schruben, Paul"	"01-SEP-07"
333	"10057083"	1	""	"Supergene Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
334	"10025398"	1	""	"Hydraulic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
335	"10015802"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
336	"60001827"	1	"WEATHERING"	"SURFACE ENRICHED ZONE 10-20 M THICK"	"MRDS migration"	"30-SEP-07"	""	""
337	"10011430"	1	""	"Gravity And Fluvial Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
338	"10042055"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
339	"10044703"	1	""	"Ore Is Largely Oxidized, With Sulfides Present In The Lower Workings. Two Fissure Veins Known As The North & South Antelope Range From 1 To 5 Feet In Width. The Oxidized Zone Contains Ag, Pb, And Zn Minerals. (Vanderberg, 1938)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
340	"10010693"	1	""	"Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
341	"10045382"	1	""	"Stibnite'S Partially Altered To Yellow And White Antimony Oxides."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
342	"10086659"	1	""	"Lixiviacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
343	"10041552"	1	""	"Hydrothermal Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
344	"10094554"	1	""	"Possible Decomposition Of Organic Matter (Reducing Environment)"	"MRDS migration"	"29-OCT-02"	""	""
345	"10047306"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
346	"10042209"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
347	"10086248"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
348	"10094729"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
349	"10045604"	1	""	"Hydrothermal Fluids In Open Space Fillings."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
350	"10012096"	1	""	"Wave And Fluvial Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
351	"10045035"	1	""	"Oxidized Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
352	"10111298"	1	""	"Extensive Surface Leaching Zone Immediately Adjoined By Chalcocite Ore Bodies; Cuprite Occurs At The Upper Limit Of The Chalcocite Zone Near The Contact Of Porphyry And Metamorphic Rock (At Depths Of 200 To 300 Ft) As A Decomposition Product Of Chalcocite; Secondary Enrichment And Mineralization Along Fissure Veins"	"MRDS migration"	"29-OCT-02"	""	""
353	"10039453"	1	""	"Fissure Filling."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
354	"10045981"	1	""	"Igneous, Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
355	"10022017"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
356	"10067660"	1	""	"From Volcanic Emanations."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
357	"10080217"	1	""	"Probable Hyrothermal (Telethermal) Emplacement Post-Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
358	"10015580"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
359	"10088805"	1	""	"Alluvial And Colluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
360	"10108983"	1	""	"Weathering And Erosion Of Mineralized Veins And Replacement Bodies."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
361	"60001811"	1	"SEDIMENTATION"	"SEDIMENTATION AND METAMORPHISM"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
362	"10082652"	1	""	"Supergene"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
363	"10045145"	1	""	"Replacement Metasomatism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
364	"10002329"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
365	"10014908"	1	""	"Replacement Of Limestone Beds, Precipitation In Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
366	"10002296"	1	""	"Hydrothermal (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
367	"10012098"	1	""	"Wave Action (Lacustrine)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
368	"10109541"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
369	"10086893"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
370	"10044163"	1	""	"Secondary Enrichment Of Silver"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
371	"10045982"	1	""	"Replacement, Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
372	"10027262"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
373	"10103497"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
374	"10005713"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
375	"60001619"	1	""	"FISSURE FILLING"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
376	"10014213"	1	""	"Precipitation Of Complex U And V Ions In Altered Carbonaceous Sandstone From Downward-Percolating, Saline, Reducing Pore Waters Edxpelled From Overlying Cretaceous Marine Mancos Shale During Compaction"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
377	"10098721"	1	""	"Concentrated Along Igneous/Sedimentary Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
378	"10040938"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
379	"10086464"	1	""	"Oxidation To Depth Of 120 Ft"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
380	"10015160"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
381	"10011326"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
382	"10072973"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
383	"10082653"	1	""	"Supergene"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
384	"10087206"	1	""	"Igneous-Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
385	"10023066"	1	""	"Primario, Por Reemplazamiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
386	"10039238"	1	""	"Folding Zones In Ore Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
387	"10070029"	1	""	"Hypergene, Epithermal"	"MRDS migration"	"29-OCT-02"	""	""
388	"10038814"	1	""	"Heavy Metals Settled From Solution In Magma"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
389	"60000012"	1	""	"PRECIPITATION FROM ASCENDING HOT SOLUTIONS IN FAULTS NEAR SURFACE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
390	"10079063"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
391	"10045751"	1	""	"Gravity Concentration; Erosion & Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
392	"10004089"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
393	"10080676"	1	""	"Weathering Of The Shady Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
394	"10047159"	1	""	"Partial Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
395	"60001635"	1	""	"LIQUIDS INVADING LIMESTONES FROM THE INTRUSIVE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
396	"10082716"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
