i	dep_id	line	tect_set	tect_set_text	inserted_by	insert_date	updated_by	update_date
242	"10082712"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
243	"10102129"	1	""	"Uinta Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
244	"10005298"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
245	"10005007"	1	""	"Intracontinental Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
246	"10005451"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
247	"10072663"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
248	"10014561"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
249	"10080418"	1	""	"S.E. Limb Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
250	"10068908"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
251	"10310192"	1	"Great Lakes Tectonic Zone"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
252	"10022800"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
253	"10012637"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
254	"10078331"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
255	"10042070"	1	""	"Uinta Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
256	"10073110"	1	""	"Eugeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
257	"10013643"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
258	"10078164"	1	""	"Nne Trending Folds And Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
259	"10020285"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
260	"10045328"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
261	"10080035"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
262	"10087715"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
263	"10070158"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
264	"10041993"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
265	"10097450"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
266	"10165765"	1	"Front Range, Colorado mineral belt"	""	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
267	"10078322"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
268	"10021309"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
269	"10055333"	1	""	"Eastern Carolina Slate Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
270	"10094991"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
271	"10060566"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
272	"10019734"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
273	"10078468"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
274	"10100999"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
275	"10001349"	1	""	"Mansfield Sub Belt, Brew And Ford, 1985, Usgs Ofr 85-395, P.10"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
276	"10013148"	1	""	"Central Cordillera (Southern Rocky Mtns); Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
277	"10001318"	1	""	"Coast Plutonic-Metamorphic Complex, Brew And Ford, 1984, See:  Usgscirc 868, P. 120-124"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
278	"10000817"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
279	"10056261"	1	""	"Tectonic Setting At Time Of Emplacement Of The Stillwater Complex Is Unknown.  The Complex Was Emplaced Shortly After A Major Regional, Subduction-Related Magmatic Event That Culminated In Emplacement Of The 2.73-2.79 Ga Granitoid Suite In The Batholith Exposed In The Beartooth Uplift (Wooden And Others, 1991).  However, There Is No Evidence That The Magmatism That Formed The Stillwater Complex Is Related To Convergent Margin Tectonics And Magmatism"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
280	"10011972"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
281	"10088833"	1	""	"Wasatch Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
282	"10072524"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
283	"10005627"	1	""	"Cadena Costanera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
284	"10105717"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
285	"10016169"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
286	"10013699"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
287	"10036521"	1	""	"Accreted Oceanic Terrane; Melange"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
288	"10072525"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
289	"10012169"	1	""	"Wet Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
290	"10007753"	1	""	"Las Formaciones Sedimentarias Se Encuentran Plegadas, Formando Un Anticlinal En El Area De Mechero."	"MRDS migration"	"29-OCT-02"	""	""
291	"10014372"	1	""	"Pajarito Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
292	"10021891"	1	""	"Newark Rift Basin-Mesozoic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
293	"10014877"	1	""	"Basin And Range-Colorado Plateau Transition Zone, Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
294	"10078469"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
295	"10103874"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
296	"10094922"	1	""	"Tectonica Compresiva"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
297	"10096554"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
298	"10080402"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
299	"10310146"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
300	"10000805"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
301	"10111397"	1	""	"Fredrickson Rift Zone & Keystone Thrust Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
302	"10093731"	1	""	"Nne Trending Folds And Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
303	"10264283"	1	"Central Cordillera (Southern Rocky Mtns)"	""	"KHARRISON"	"12-NOV-2008 14:03:02"	""	""
304	"10061149"	1	""	"Houston Salt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
305	"10038024"	1	""	"Klamath Mountains Accreted Terrane"	"MRDS migration"	"29-OCT-02"	""	""
306	"10094509"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
307	"10063049"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
308	"10062995"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
309	"10026286"	1	""	"Blue Ridge"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
310	"10027162"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
311	"10040402"	1	""	"Snake River Downwarp Or Syncline."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
312	"10072528"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
313	"10106115"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
314	"10072667"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
315	"10014874"	1	""	"Basin And Range-Colorada Plateau Transition Zone, Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
316	"10061427"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
317	"10004215"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
318	"10060557"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
319	"10037106"	1	""	"Salero Fault Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
320	"10047996"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
321	"10062632"	1	""	"Mogollon Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
322	"10004208"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
323	"10113726"	1	"Continental Arc"	""	"CLAANDER"	"30-JUL-09"	""	""
324	"10088863"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-02"	""	""
325	"10065494"	1	""	"Rio Itapicuru Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
326	"10072668"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
327	"10087643"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
328	"10094376"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
329	"10020502"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
330	"10078351"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
331	"10096538"	1	""	"Post Tectonic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
332	"10013580"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
333	"10055965"	1	""	"Magmatic Arc Rocks Of The Area Include The Fawn Peak Stock, Which Is Probably The Intrusive Equivalent Of The Volcanic Member Of The Midnight Peak Formation. The Stock Was Probably The Intrusive Rock Core Of An Island Arc (Riedell, 1979). The Unit Has Yielded K-Ar Magmatic Biotite Ages Of Approximately 988 M.Y. (Stoffel, 1990, P. 28)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
334	"10088394"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
335	"10078393"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
336	"10080115"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
337	"10087590"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
338	"10061355"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
339	"10066546"	1	""	"Parana Basin"	"MRDS migration"	"29-OCT-02"	""	""
340	"10061463"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
341	"10067000"	1	""	"Greenstone Belt"	"MRDS migration"	"29-OCT-02"	""	""
342	"10055861"	1	""	"Deposition Of Heavy Minerals In River Gravels."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
343	"10102140"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
344	"10097392"	1	""	"Rio Itapicuru Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
345	"10065493"	1	""	"Rio Itapicuru Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
346	"10032765"	1	""	"Accreted Island Arc Terrane - 7 Devils-Wallowa Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
347	"10011981"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
348	"10011457"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
349	"10097397"	1	""	"Amazon Basin Continental Sediments."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
350	"10107284"	1	""	"Deccan Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
351	"10042379"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
352	"10080006"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
353	"10067400"	1	""	"Overthrust Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
354	"10046336"	1	""	"Mount Wrightson Fault Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
355	"10078470"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
356	"10048525"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
357	"10093021"	1	""	"East-West Extension During The Eocene Resulted In Formation Of The Toroda Creek Graben And Other Structures In Which A Thick Section Of Volcanic And Sedimentary Rocks Was Deposited And Preserved (Holder And Others, 1989)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
358	"10002353"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
359	"10082713"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
360	"10015479"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
361	"10093022"	1	""	"Late Paleozoic Marine Sedimentary Rocks Were Deposited Along An Active Continental Margin."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
362	"10014860"	1	""	"Cordilleran Hingeline, Basin And Range-Colorado Plateau Transition Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
363	"10055336"	1	""	"Blue Ridge Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
364	"10061459"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
365	"10061395"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
366	"10061455"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-02"	""	""
367	"10072664"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
368	"10072665"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
369	"10096474"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
370	"10060152"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
371	"10011623"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
372	"10011493"	1	""	"Uinta Uplift And Cottonwood"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
373	"10310581"	1	""	"Magmatic arc"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
374	"10011105"	1	""	"Basin And Range-Colorado Plateau Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
375	"10095977"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
376	"10049657"	1	""	"Faults Throughout The Range Have Preferred N 40 Degree W Orientation"	"MRDS migration"	"29-OCT-02"	""	""
377	"10068874"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
378	"10068942"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
379	"10072527"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
380	"10310015"	1	"Interior Basin"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
381	"10012325"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
382	"10089466"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
383	"10047984"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-02"	""	""
384	"10061428"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
385	"10061423"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
386	"10063057"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
387	"10063034"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
388	"10066128"	1	""	"Western Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
389	"10057400"	1	""	"Middle American Volcanic Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
390	"10310583"	1	""	"Magmatic arc"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
391	"10060459"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
392	"10011401"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
393	"10060567"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
394	"10060569"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
395	"10015214"	1	""	"Basin And Range Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
396	"10023811"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
397	"10099413"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
398	"10097040"	1	""	"Accreted Oceanic Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
399	"10019051"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
400	"10088118"	1	""	"Basin And Range Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
401	"10106001"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
402	"10067630"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
403	"10083189"	1	""	"Stable Sedimentary Platform Having Later Mild Regional Deformation Sufficient To Produce Major And Minor Folds, Faults, Fracture Zones, And Joints."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
404	"10080110"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
405	"10069952"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
406	"10010841"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
407	"10310597"	1	""	"Collision transform fault"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
408	"10041639"	1	""	"Eugeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
409	"10095337"	1	""	"Melange?"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
410	"10021868"	1	""	"Newark Rift Basin-Mesozoic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
411	"10048358"	1	""	"American Mine Fault Block (Simons,F.S., 1974); Upthrow To Ne"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
412	"10081861"	1	""	"Newark Rift Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
413	"10082592"	1	""	"Midcontinent Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
414	"10095775"	1	""	"Active Margin (Leading Edge Of North American Plate).  Accreted Terrane"	"MRDS migration"	"29-OCT-02"	""	""
415	"10005297"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
416	"10064993"	1	""	"Coastal Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
417	"10036804"	1	""	"Cascade Volcanic Arc?"	"MRDS migration"	"29-OCT-02"	""	""
418	"10078462"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
419	"10061318"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
420	"10079451"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
421	"10047732"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
422	"10061409"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
423	"10068943"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
424	"10101657"	1	""	"Uinta And Cottonwood Uplifts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
425	"10048617"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
426	"10005419"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
427	"10061438"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
428	"10061371"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
429	"10310584"	1	""	"Magmatic arc"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
430	"10065489"	1	""	"Precambrian Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
431	"10101445"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
432	"10065578"	1	""	"Andes"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
433	"10079971"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
434	"10079973"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
435	"10071394"	1	""	"Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
436	"10061179"	1	""	"Gulf Salt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
437	"10014856"	1	""	"Rasin And Range-Colorado Plateau Transition Zone, Sevier Overthrust Belt, Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
438	"10046985"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-02"	""	""
439	"10015163"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
440	"10092648"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
441	"10042063"	1	""	"Nothern Utah Highland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
442	"10088716"	1	""	"Northen Utah Highland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
443	"10033895"	1	""	"Sierra Nevada"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
444	"10010693"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
445	"10080179"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
446	"10111430"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
447	"10082668"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
448	"10109892"	1	""	"California Coast Ranages"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
449	"10055828"	1	""	"Mesozoic Orogonic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
450	"10036756"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
451	"10022060"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-02"	""	""
452	"10068875"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
453	"10068944"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
454	"10042673"	1	""	"Klamath Mountains Accreted Terranes"	"MRDS migration"	"29-OCT-02"	""	""
455	"10055917"	1	""	"The Snoqualmie Batholith Is Part Of Early Magmatism Of The Cascade Magmatic Arc."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
456	"10036587"	1	""	"Accreted Oceanic Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
457	"10079448"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
458	"10040628"	1	""	"Klamath Mountains Accreted Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
459	"10009836"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
460	"10011516"	1	""	"Weber River Valley"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
461	"10005306"	1	""	"Puna"	"MRDS migration"	"29-OCT-02"	""	""
462	"10055966"	1	""	"The Porphyritc Granodiortie Of Manila Creek Is Part Of The Keller Butte Suite Of Holder And Holder (1988). Keller Butte Suite Rocks Were Emplaced Contemporaneously With Ductile Deformation Associated With The Formation Of The Metamorphic Core Complexes (Holder And Holder, 1988)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
463	"10005361"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
464	"10080376"	1	""	"Cordilleras Altas Orientales"	"MRDS migration"	"29-OCT-02"	""	""
465	"10061392"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
466	"10080438"	1	""	"Nw Trending Eastern Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
467	"10081342"	1	""	"Northern Alabama Piedmont-Talladega Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
