i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
222	"10020043"	1	""	"N30w-Striking Brecciated Zone Associated With The Ahlstrom Reverse Fault."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
223	"10041346"	1	""	"Contact, Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
224	"10090914"	1	""	"Organic Materials Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
225	"10013155"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
226	"10013156"	1	""	"Organic Material Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
227	"10013160"	1	""	"Organic Materials Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
228	"10013166"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
229	"10013167"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
230	"10013169"	1	""	"Organic Material Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
231	"10013164"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
232	"10011155"	1	""	"Lacustrine Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
233	"10015348"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
234	"10072959"	1	""	"Restricted Drainage Flow In A Basin Area."	"Woodruff, Laurel G."	"16-OCT-2006 12:57:55"	""	""
235	"10042164"	1	""	"North Trending Fissures With Northeast Offshoots"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
236	"10071645"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
237	"10078388"	2	"FRACTURING"	""	"WBFERGUS"	"01-JUL-2008 13:56:07"	""	""
238	"10078388"	1	"FAULTING"	""	"WBFERGUS"	"01-JUL-2008 13:55:58"	""	""
239	"10102953"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
240	"10105677"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
241	"10089620"	1	""	"Paleo Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
242	"10042982"	1	""	"Narrow Enrichments Occur In Fault Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
243	"10079766"	1	""	"River Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
244	"10085868"	1	""	"Along The Large Zul'Fugarla Fault And Associated Feathering Systems Of Fractures, Rocks Have Undergone Hydrothermal Metamorphism; And Mercury Mineralization In Varying Degree."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
245	"10055018"	1	""	"Estructural: La Mineralizacion Se Encuentra Como Relleno De Fractura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
246	"10057978"	1	""	"At Contact Between Andesite Dike And Sedimentary Rocks."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
247	"10044305"	1	""	"Along A Vertical Breccia Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
248	"10013152"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
249	"10013153"	1	""	"Organic Material And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
250	"10013154"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
251	"10013157"	1	""	"Organic Matter Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
252	"10013159"	1	""	"Organic Material Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
253	"10090915"	1	""	"Organic Materials And Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
254	"10013165"	1	""	"Organic Material Or Other Reductants"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
255	"10088153"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
256	"10097973"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
257	"10020098"	1	""	"Northerly And Northeasterly Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
258	"10069767"	1	""	"Dike/Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
259	"10088905"	1	""	"N 40 W Trending Fissure Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
260	"10070714"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
261	"10077548"	1	""	"In Fractures Of The Rhyolithic Dikes In Greenstone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
262	"10108100"	1	""	"Star Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
263	"10037207"	1	""	"Fault And Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
264	"10086432"	1	""	"Stockwork -- Quartz Veins"	"MRDS migration"	"29-OCT-02"	""	""
265	"10044186"	1	""	"The Deposit Is Located At The Intersection Of Two Faults."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
266	"10103999"	1	""	"Main Vein Is Along A Thrust Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
267	"10045607"	1	""	"Fault Intersection With Porphyry Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
268	"10019734"	1	""	"Mafic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
269	"10068123"	1	""	"Metamorphosed Granitic  Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
270	"10068112"	1	""	"Metamorphosed Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
271	"10014372"	1	""	"Faults And Brecciated Openings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
272	"10047153"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
273	"10044784"	1	""	"Fractured, Brecciated, Permeable Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
274	"10014877"	1	""	"Intersection Of Favorable Limestone Beds With Northeast Striking Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
275	"10007313"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
276	"10111556"	1	""	"Igneous,  Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
277	"10103874"	1	""	"Deposit Is Stratabound"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
278	"10048396"	1	""	"Estructural (Fracturas)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
279	"10109894"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-02"	""	""
280	"10094922"	1	""	"Estratigraficos (Planos De Estratificacion) Y Estructurales (Fracturas)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
281	"10055629"	1	""	"Quartz Veins In The Schist (Containing The Jamesonite)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
282	"10105577"	1	"Contact"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"20-DEC-2008 12:43:58"
283	"10095024"	1	""	"Litologico"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
284	"10105521"	1	""	"Lens Of Serpentinized Peridotite, 3km X 300m, More Pyroxene-Rich At Margins, Intruded Into A Sequence Of Acidic And Intermediate Lavas."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
285	"10007773"	1	""	"Fallas"	"MRDS migration"	"29-OCT-02"	""	""
286	"10096554"	1	""	"Shear Zone (Related To Fault Zone)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
287	"10080402"	1	""	"Concentrated in shoots (stratigraphic in amygdaloid)"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
288	"10054964"	1	""	"Control Estructural: La Mineralizacion Esta Emplazada En Las Fracturas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
289	"10000805"	1	""	"Fracture Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
290	"10111397"	1	""	"Permeability Of The Formation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
291	"10070688"	1	""	"Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
292	"10057971"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
293	"10080999"	1	""	"Stratum That Here Is 50 Feet Below The St. Joe Marble, Estimated"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
294	"10046395"	1	""	"One Branch Of Yuba Dike."	"MRDS migration"	"29-OCT-02"	""	""
295	"10013134"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
296	"10069462"	1	""	"Fluorite Is Associated With A Strong E - W Striking Quartz Vein About 10 Km Long."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
297	"10080778"	1	""	"Horizontal quartz vein at contact between quartzite and schist (metalimestone)"	"MRDS migration"	"29-OCT-02"	"AWILSON"	"17-OCT-08"
298	"10104823"	1	""	"Schistosity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
299	"10069400"	1	""	"Limestone Beds Provided Sites Of Replacement, Usually With Sandstone Or Shale Immediately Above"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
300	"10027922"	1	""	"Ore Is Associated With Brecciated Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
301	"10055964"	1	""	"Sulfied Deposits In The Alder Mine Are Concordant With Bedding In The Host Rocks And Are Strata-Bound; Hydrothermal Alteration At The Mine Is Also Strata-Bound. Sulfide Minerals, Including Pyrite, Sphalerite, Chalcopyrite, And Galena Are Found In Veins. The Veins Are Generally Small, Have No Relation To The Alder Stock That Intrudes Volcanic Rocks Near The Mine, And Have Random Orientation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
302	"10042646"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
303	"10043767"	1	""	"Intrusive Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
304	"10104196"	1	""	"Upper Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
305	"10026719"	1	""	"Litologico"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
306	"60001804"	1	""	"CHLORITE, CONTACT METAMORPHISM"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
307	"10071349"	1	""	"Junction Of East-West Fissures With Bedding Faults, Hasmark Fm., Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
308	"10101798"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
309	"10023038"	1	""	"Estructurales"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
310	"10078411"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
311	"10022798"	1	""	"Contact Zone Between Granite Intrusions And Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
312	"10055030"	1	""	"Estructural: La Mineralizacion Se Encuentra Como Relleno De Fractura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
313	"60000328"	1	"Fault/fracture"	"FRACTURES IN QUARTZ MONZONITE; BOG DEPOSIT FOR COPPER NUGGET MINE."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
314	"10055476"	1	""	"Vertical Fractures Which Trend North 35 Deg East; Upper Ore Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
315	"10047351"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
316	"10048173"	1	""	"Faulting, Shearing, Igneous Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
317	"10044596"	1	""	"Stratification In Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
318	"10100943"	1	""	"Main Ore Zones Occur As Centicular Concentrations Of Quartz Stringer Lodes In Highly Faulted Footwall Of Slate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
319	"10105477"	1	""	"Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
320	"10067754"	1	""	"Intrusive Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
321	"10067727"	1	""	"Intrusive Granite Or Metamorphosed Felsic Volcanic Masses"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
322	"10027459"	1	""	"Veins In Quartzite Breccia"	"MRDS migration"	"29-OCT-02"	""	""
323	"10093590"	1	""	"Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
324	"10064981"	1	""	"Ductile Auriferous Shears, Brittle Gold-Quartz Vein Systems."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
325	"10070358"	1	""	"Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
326	"10102129"	1	""	"Largest Ore Body: Intersections Of Wellington Fissure With Limestone Unit In Ophir Shale"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
327	"10004082"	1	""	"Estratigrafia"	"MRDS migration"	"29-OCT-02"	""	""
328	"10088497"	1	""	"Contacto Litologico"	"MRDS migration"	"29-OCT-02"	""	""
329	"10055478"	1	""	"Basal Quartzite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
330	"10079193"	1	""	"Near Contact Of Granite Unit And Diorite - Gabbro Unit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
331	"10014561"	1	""	"Extinct Hot Springs At Fault Intersection"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
332	"10038763"	1	""	"Ore Body At Contact Of Body Of Serpentinized Peridotite With Pillow Lava"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
333	"10093591"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
334	"10099333"	1	""	"Estructural: La Mineralizacion Se Encuentra Como Relleno De Fractura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
335	"10049853"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
336	"10100999"	1	""	"Fault Zone Containing Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
337	"10013148"	1	""	"Ne-Trending Faults And Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
338	"10001318"	1	""	"Ore Veins Localized Along Amphibolite-Phyllite Contacts Within The Core Of A Ne.  Plunging Antiform In Perseverance Slate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
339	"10067755"	1	""	"Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
340	"10067737"	1	""	"Intrusive Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
341	"10110287"	1	""	"Metamorphosed Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
342	"10068107"	1	""	"Metamorphosed Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
343	"10000850"	1	""	"Fracture Control"	"MRDS migration"	"29-OCT-02"	""	""
344	"10088833"	1	""	"Redmond Hills Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
345	"10096924"	1	""	"Contact Zone Between Limestone And Granite Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
346	"60001168"	1	"Lithology"	"LITHOLOGY"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
347	"10005730"	1	""	"Fracturas (Ubicadas En El Contacto Entre El Intrusivo Y Las Calizas)"	"MRDS migration"	"29-OCT-02"	""	""
348	"10008067"	1	""	"Estructural (Estrato De Areniscas)"	"MRDS migration"	"29-OCT-02"	""	""
349	"10105717"	1	""	"Source Of Gold Believed To Be Veins In Virginia City District, Especially Kersarge And Lucas Lodes."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
350	"10013699"	1	""	"Fault Breccia; Fault Zone Striking N 30-50 W, Dipping 65-85 Sw; Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
351	"10036521"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
352	"10003971"	1	""	"Fracturas"	"MRDS migration"	"29-OCT-02"	""	""
353	"10045717"	1	""	"Cross-Fractures"	"MRDS migration"	"29-OCT-02"	""	""
354	"10012169"	1	"NW trending fault system"	"Near Pioneer Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	"TKLEIN"	"09-APR-2008 09:16:41"
355	"10007753"	1	""	"Fracturas"	"MRDS migration"	"29-OCT-02"	""	""
356	"10048332"	1	""	"Nw-Trending Fissure Vein And Smaller Fissures In Quartz Monzonite"	"MRDS migration"	"29-OCT-02"	""	""
357	"10093731"	1	""	"Inferred Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
358	"10264283"	1	"East- To Ne-Trending Augite/Orthoclase Dikes; Quartz Veins"	""	"KHARRISON"	"12-NOV-2008 14:04:11"	""	""
359	"10038024"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-02"	""	""
360	"10104039"	1	""	"Granodiorite Contact, Intrusive Veins, Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
361	"10078576"	1	""	"Near Contact Of Mica Gneiss Unit And Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
362	"10073212"	1	""	"Near Contact Of Younger Bessemer Granite And Remnant Roan Gneiss"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
363	"10005885"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
364	"10040402"	1	"Fracturing"	""	"WBFERGUS"	"29-APR-2008 14:11:33"	"WBFERGUS"	"29-APR-2008 14:11:49"
365	"10040402"	2	""	"Nutmeg Anticline; Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"29-APR-2008 14:11:54"
366	"10010035"	1	""	"Mineralization Localized Along The Contact Between Altered Amphibolite And Gneissic Granite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
367	"10106115"	1	""	"Structurally controlled on synclinal flank."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
368	"10109803"	1	""	"Tactite Zone Adjacent To Igneous Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
369	"10014874"	1	""	"Northeast Striking Fissures, Intersections Between Fissures And Favorable Beds, Proximity To Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
370	"10070991"	1	""	"Fault With Attitude N 53 Deg E, 59 Deg Se"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
371	"10004215"	1	""	"System Of Fractures, Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
372	"10011401"	1	""	"Along Keystone Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
373	"10011738"	1	""	"Mineralized Solutions Were Channeled Along Faults And Deposited In Voids And Brecciated Zones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
374	"10023811"	1	""	"Location Of Thermal Springs; Climate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
375	"10097040"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
376	"10088118"	1	""	"Normal Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
377	"10080801"	1	""	"Faulting: Brecciation"	"MRDS migration"	"29-OCT-02"	""	""
378	"10027194"	1	""	"The Principal Vein Occurs Within A Normal Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
379	"10055489"	1	""	"Vertical Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
380	"10046223"	1	""	"Along Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
381	"10067676"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
382	"10047730"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
383	"10040519"	1	""	"Faults; Fault Intersections"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
384	"10012777"	1	""	"Mountain Flank"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
385	"10039550"	1	""	"Fault Zone Between Rhyolite Dike And Andesite - Northwest Trending."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
386	"10082609"	1	""	"Conglomerate bed between amygdaloidal basalt flows"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
387	"10082861"	1	""	"Conglomerate bed between amygdaloid basalt flows."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
388	"10098199"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
389	"10048266"	1	""	"Faulting, Igneous Activity, Especilly Dike Emplacement"	"MRDS migration"	"29-OCT-02"	""	""
390	"10024300"	1	""	"Emplazamiento De Rocas Intrusiva Controlado Por Fallas Y Fracturas De Orientacion Ns Y Ne-Sw Principalmente Queda El Caracter Diseminado A Este Deposito"	"MRDS migration"	"29-OCT-02"	""	""
391	"10042749"	1	""	"Contact Zone Between Dacite Porphyry And Slate."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
392	"10025785"	1	""	"Fault Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
393	"10310582"	1	""	"Mechanical accumulation on irregular bedrock riffles and within river and stream channel lag gravels, bars, and point bar deposits"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
394	"10028003"	1	""	"Fissures, Channels And Pores In The Andesite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
395	"10045075"	1	""	"Tactite At Granodiorite Contact With Sedimentary Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
396	"10048359"	1	""	"Hanging-Wall Side Of Rhyolite Dike And Adjoining Portion Of Wall-Rock Diorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
397	"10089196"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
398	"10097990"	1	""	"Horizon In Middle Of Exposed Unit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
399	"10014853"	1	""	"Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
400	"10005909"	1	""	"Faults, Preferred Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
401	"10041437"	1	""	"Fracture Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
402	"10046004"	1	""	"Granodiorite Contact, Dikes, Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
403	"10048324"	1	""	"Fissures And Veins, Near Rhyodacite Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
404	"10071616"	1	"Contact Zone"	"Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 08:49:31"
405	"10013643"	1	""	"Brecciated Faults, Particularly The Intersections Of These Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
406	"10078164"	1	""	"Inferred Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
407	"10020285"	1	""	"Ore Deposits Are Located In Veins & Carbonate Replacements Near Contact Zones Of Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
408	"10071612"	1	"Contact Zone"	"Contact Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 07:41:32"
409	"10045328"	1	""	"Faults-Adits Explore Nw-Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
410	"10070753"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
411	"10080035"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
412	"10070158"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
413	"10036253"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
414	"10027701"	1	""	"Ore Occurs Along Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
415	"10000595"	1	""	"Vein Probably Terminates On A Fault To The Ne"	"MRDS migration"	"29-OCT-02"	""	""
416	"10109609"	1	""	"Northwest Trending Mineralized Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
417	"10021309"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
