i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
210	"10004082"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-02"	""	""
211	"10094922"	1	"L"	""	"Piritizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
212	"10007753"	1	"L"	""	"Alteracion Metamorfica Sin Llegar A Un Skarn Definido."	"MRDS migration"	"29-OCT-02"	""	""
213	"10071349"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
214	"10006395"	1	"L"	""	"Silicification, Argillitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
215	"10002498"	1	"L"	""	"Dikes/sills altered to quartz, carbonate minerals, clay, and limonite."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
216	"10046004"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
217	"10264283"	1	"L"	"Oxidation"	""	"KHARRISON"	"12-NOV-2008 14:03:46"	"KHARRISON"	"12-NOV-2008 14:03:55"
218	"10015735"	1	"L"	""	"Alunitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
219	"10042982"	1	"L"	""	"Extensive Alteration With Disseminated Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
220	"10044186"	1	"L"	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
221	"10007685"	1	"L"	""	"Sulfides Oxidized In Irregular Places To Depth Of 1045 Ft."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
222	"10019090"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
223	"10045607"	1	"L"	""	"Sericitization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
224	"10019097"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
225	"10047351"	1	"L"	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
226	"10002287"	1	"L"	""	"Formation of contact-metasomatic calc-silicate minerals in limestone and contact zone of granitic intrusion; local oxidation of copper and iron minerals."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
227	"10000298"	1	"L"	""	"Vein Is Weathered To A Depth Of 50-75 Ft. Quartz Is Friable And Iron Stained There."	"MRDS migration"	"29-OCT-02"	""	""
228	"10005730"	1	"L"	""	"El Stock Intrusivo Al Afectar A La Caliza A Dado Origen A Una Aureola Anular De Tactita, De Un Grosor Que En Algunos Sitios Puede Llegar A Ser De 6 M."	"MRDS migration"	"29-OCT-02"	""	""
229	"10005540"	1	"L"	""	"Silicification, Sericitization & Biotitization, Propyllitization, Carbonatization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
230	"10057928"	1	"L"	""	"Argillic, Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
231	"10002606"	1	"L"	""	"Extensive oxidation of regolith results in grussification of plutonic suite."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
232	"10013699"	1	"L"	""	"Silicification, Fluoritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
233	"10104196"	1	"L"	""	"Thoroughly Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
234	"10012169"	1	"L"	""	"Strong Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
235	"10014561"	1	"L"	""	"Oxidation Of Fe And Mn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
236	"10040971"	1	"L"	""	"Slightly Altered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
237	"10041039"	1	"L"	""	"Intense Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
238	"10165765"	1	"L"	""	"silicification and brecciation"	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
239	"10005885"	1	"L"	""	"Hematite-Sericite-Caclcite Alteration Of Dacite; Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
240	"10070763"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
241	"10040919"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
242	"10047203"	1	"L"	""	"Bleaching, Recrystallization Of Dolomite, Silication"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
243	"10097301"	1	"L"	""	"Silication, Jasperiod Formation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
244	"10037328"	1	"L"	""	"Sericitic Alteration Of Yuba Dike."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
245	"10014874"	1	"L"	""	"Bleaching, Minor Silicification, Contact Metamorphism, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
246	"10089196"	1	"L"	""	"Volcanic Rocks In Shear Zone Are Intensley Altered, Oxidation Near Surface, Tourmalinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
247	"10043903"	1	"L"	""	"Strong Alteration Of Volcanic Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
248	"10011401"	1	"L"	""	"Iron Okide"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
249	"10310583"	1	"L"	""	"Hydrothermal pyritization of greenstone"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
250	"60000155"	1	"L"	"OXIDATION"	"OXIDATION & HYDROTHERMAL ALTERATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
251	"60000330"	1	"L"	"SERICITIZATION"	"SERITIZATTION, OXIDATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
252	"60000330"	2	"L"	"OXIDATION"	""	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
253	"10048166"	1	"L"	""	"Fault Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
254	"10096538"	1	"L"	""	"Serpentinisation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
255	"10083189"	1	"L"	""	"Leaching, Silicification, Dolomitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
256	"10030918"	1	"L"	""	"Hydrothermal, Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
257	"10048265"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
258	"10048525"	1	"L"	""	"Phyllic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
259	"10098468"	1	"L"	""	"Purplish To Bluish Fluorite Occurs In Sheared And Brecciated Trachyte."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
260	"10058369"	1	"L"	""	"Argillic, Propylitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
261	"10104938"	1	"L"	""	"Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
262	"10057971"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
263	"10071612"	1	"L"	"Oxidation"	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 07:41:46"
264	"10079960"	1	"L"	""	"Weathering"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
265	"10081647"	1	"L"	""	"None Observed"	"woodruff"	"17-OCT-2003 08:17:32"	""	""
266	"10084176"	1	"L"	""	"Sericitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
267	"10015921"	1	"L"	""	"Sericitized"	"MRDS migration"	"29-OCT-02"	""	""
268	"10310371"	1	"L"	""	"Alteration consists predominantly of quartz replacement of host rock carbonate. Quartz replacement in Pilot Shale closely follows the contact between ore and waste, whereas in Devils Gate Limestone, a stratiform jasperoid replacement body extends well beyond the ore zones. Beyond the area of silicification, diagenetic dolomite in Pilot Shale was replaced by hydrothermal calcite, and calcite veins comprised as much as 10% of the host rocks. Following gold deposition, intense oxidation destroyed organic matter, sulfides, and detrital illite in Pilot Shale and alunite and/or barite veins were deposited; this event is thought to be hydrothermal. Lastly, oxidation related to weathering deposited jarosite and goethite. Shifts in the isotopic compositions of carbonate are associated with gold mineralization."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
269	"10082861"	1	"L"	""	"Alteration associated with the copper mineralization is a pronounced bleaching of the conglomerate from a brownish red to a light pink or salmon color.  the color change resulted from the removal of a part, often a large part,  of the hematite of the conglomerate with no very pronounced change in the other minerals."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
270	"10012325"	1	"L"	""	"Bleaching, Variable Silicification And Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
271	"10006816"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
272	"10033387"	1	"L"	""	"Hornfelsed Ultramafics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
273	"10070158"	1	"L"	""	"Chlorite, Epidote, Sericite, Calcite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
274	"10098199"	1	"L"	""	"Sericitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
275	"10048266"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-02"	""	""
276	"10045075"	1	"L"	""	"Bleaching; Silication"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
277	"10040661"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
278	"10014853"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
279	"10014876"	1	"L"	""	"Oxidation, Contact Metasomatism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
280	"10004208"	1	"L"	""	"Propyllitization, Silicification, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
281	"10047010"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
282	"10027271"	1	"L"	""	"Halo Of Jarosite, Hydrous Fe-Oxides, Sericitized Feldspars, And Increase In Traces Of Molybdenum Near Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
283	"10004173"	1	"L"	""	"Sericitica, Silicea Y Turmalinica"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
284	"10088118"	1	"L"	""	"Moderate Bleaching Along Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
285	"10040750"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
286	"10069952"	1	"L"	""	"Bleaching, Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
287	"10010841"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
288	"10015889"	1	"L"	""	"Oxidized"	"MRDS migration"	"29-OCT-02"	""	""
289	"10035310"	1	"L"	""	"Pyritized, Sericitized, And Veins Show Signs Of Carbonatization."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
290	"10082713"	1	"L"	""	"Some magnetite formed by replacement of ferrous iron minerals during diagenesis and most iron silicate probably formed by metamorphism of an early silicate mineral."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
291	"10021012"	1	"L"	""	"Contact Alteration Of Limestone To Calc-Silicates Near Dioritic Dikes."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
292	"10055219"	1	"L"	""	"Pyrophyllite, Silicic, Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
293	"10061149"	1	"L"	""	"Biogenic Alteration Of Anhydrock To Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
294	"10105110"	1	"L"	""	"Altered Vitric Latite Ash"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
295	"10102303"	1	"L"	""	"Weathered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
296	"60001600"	1	"L"	"HYDROTHERMAL"	"HYDROTHERMAL ALTERATION, SILICIFICATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
297	"10310581"	1	"L"	""	"Ankeritic, sericitic, and pyritic replacement of wall rocks adjacent to veins"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
298	"10024300"	1	"L"	""	"Halo De Forma Eliptica Con Ejes De 3.4 A 1.5 Km. Propilitizacion En Diversas Grada Y En Cuarzo-Biotita-Sericita De Grado Moderado En Superficie"	"MRDS migration"	"29-OCT-02"	""	""
299	"10040402"	1	"L"	""	"Argillic Alteration, Silicification , Opalitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
300	"10043904"	1	"L"	""	"Oxidation, Propylitization, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
301	"10045257"	1	"L"	""	"Devitrification & Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
302	"10307979"	1	"L"	""	"Albitization associated with the introduction of arsenopyrite and other metallic minerals in schist."	"ARDF migration"	"06-OCT-03"	""	""
303	"10055477"	1	"L"	""	"Oxidized Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
304	"10021309"	1	"L"	""	"Leaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
305	"10073316"	1	"L"	""	"Fe-Oxide Stains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
306	"10097990"	1	"L"	""	"Limonitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
307	"10308155"	1	"L"	""	"Alteration in the host rock grades from strongly propylitic to argillic, mainly in zones 20 to 60 feet wide adjacent to the vein systems."	"ARDF migration"	"06-OCT-03"	""	""
308	"10058823"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
309	"10037106"	1	"L"	""	"Kaolinization In Fault Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
310	"10011231"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
311	"10001943"	1	"L"	""	"Dolomitization, silicification, and oxidation."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
312	"10039464"	1	"L"	""	"Sericite With Breccia Pipes & Dacite Porphyry; Potassic And Argill Ic, Lesser Propylitization, Silicification, And Tourmalinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
313	"10068874"	1	"L"	""	"Feldspars As Much As 3 M. From Vein Walls Are Altered To Calcite And Sericite And The Dark Minerals To Chlorite; Also, Clay Has Formed At The Vein Walls."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
314	"10106115"	1	"L"	""	"Chert and siderite to hematite and goethite in oxidation zones."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
315	"10109803"	1	"L"	""	"Silication"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
316	"10094758"	1	"L"	""	"Sericitization And Impregnation With Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
317	"10108854"	1	"L"	""	"Metamorphosed Limestones Near The Offshoots From The Alta And Clayton Peak Stocks."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
318	"10070991"	1	"L"	""	"Sericitization, Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
319	"10071622"	1	"L"	"Gouge"	"Gouge, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 09:01:59"
320	"10071622"	2	"L"	"Oxidation"	""	"WBFERGUS"	"14-DEC-2008 09:02:07"	""	""
321	"10045258"	1	"L"	""	"Devitrification & Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
322	"10065530"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-02"	""	""
323	"10048150"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-02"	""	""
324	"10015214"	1	"L"	""	"Alunitization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
325	"10113726"	2	"L"	"potassic alteration"	""	"CLAANDER"	"30-JUL-09"	""	""
326	"10113726"	1	"L"	"quartz-sericite-pyrite alteration"	""	"CLAANDER"	"30-JUL-09"	""	""
327	"10307432"	1	"L"	""	"Slight silicification."	"ARDF migration"	"06-OCT-03"	""	""
328	"10105628"	2	"L"	"Gouge"	""	"WBFERGUS"	"01-JAN-2009 12:37:41"	""	""
329	"10105628"	1	"L"	"Oxidation"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"01-JAN-2009 12:37:32"
330	"10107284"	1	"L"	""	"Silicification And Fenetization Of Carbonatites"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
331	"10079586"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
332	"10067400"	1	"L"	""	"Mass Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
333	"10044130"	1	"L"	""	"Silicified, Sericitized, Pyritized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
334	"10013632"	1	"L"	""	"Sericitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
335	"10046336"	1	"L"	""	"Lode Consists Mainly Of Crushed And Altered Country Rock, Some Of It Altered To Kaolin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
336	"10027695"	1	"L"	""	"Potassic, Sericitic, Argyllic, Propyllitic, Pyrite Halo"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
337	"10071510"	4	"L"	"Silicification"	""	"WBFERGUS"	"14-DEC-2008 09:11:29"	""	""
338	"10071510"	3	"L"	"Limonite"	""	"WBFERGUS"	"14-DEC-2008 09:11:20"	""	""
339	"10071510"	2	"L"	"Oxidation"	""	"WBFERGUS"	"14-DEC-2008 09:11:13"	""	""
340	"10071510"	1	"L"	"Sericitization"	"Sericitization, Oxidation, Limonite, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"14-DEC-2008 09:10:59"
341	"10042601"	1	"L"	""	"Scapolitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
342	"10081611"	1	"L"	""	"Metamorphism Is Upper Amphibolite To Granulite Facies"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
343	"10087590"	1	"L"	""	"Chloritization, Silicification, Argillization;  Fe-Mn Oxides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
344	"10042805"	1	"L"	""	"Wall Rock Bleached Along Both Walls Of Fault.   Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
345	"10001069"	1	"L"	""	"Oxidation of copper minerals (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
346	"10059435"	1	"L"	""	"Phyllic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
347	"10104620"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
348	"60001288"	1	"L"	"HYDROTHERMAL"	"HYDROTHERMAL ALTERATION IN HOST ROCK OF VEINS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
349	"10003280"	1	"L"	""	"Only gossan and ferruginous alteration mentioned along with moderate leaching."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:06"
350	"10003975"	1	"L"	""	"Piritizacion, Silicificacion"	"MRDS migration"	"29-OCT-02"	""	""
351	"10040521"	1	"L"	""	"Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
352	"10080344"	1	"L"	""	"Narrow, Irregular Muscovite-Chlorite Selvages Around Veins. Chlorite (After Biotite), Muscovite, Tourmaline Alteration In Host Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
353	"10308169"	1	"L"	""	"Pyritic-argillic alteration has been noted."	"ARDF migration"	"06-OCT-03"	""	""
354	"10104474"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
355	"10104456"	1	"L"	""	"Argillic, Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
356	"10048359"	1	"L"	""	"Quartz-Fluorite Gouge Replaces Rhyolite; Surface Oxidation To Unknown Depths"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
357	"10078530"	1	"L"	""	"Laterization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
358	"10044884"	1	"L"	""	"Country Rock Pyrametasomatized To A Siliceous Hornfels, While Argillic Alteration Locally Occurs About Intrusives And Faults."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
359	"10006136"	1	"L"	""	"Metamorphism Of Magnesite-Talc To Asbestos"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
360	"10057400"	1	"L"	""	"Silicification, Carbonization, Argillization, Propyllitization, Supergene Clay And Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
361	"10046174"	1	"L"	""	"Partially Oxidized Ores."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
362	"10088065"	1	"L"	""	"Alunitization, Silicification, Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
363	"10046821"	1	"L"	""	"Hydrothermally Altered Rhyolite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
364	"10102140"	1	"L"	""	"Marbleization, Silication, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
365	"10109847"	1	"L"	""	"Minor Sericite Along Vein Walls"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
366	"10048010"	1	"L"	""	"Argillite Is Greatly Sheared And Altered"	"MRDS migration"	"29-OCT-02"	""	""
367	"10002320"	1	"L"	""	"Rocks are regionally propylitically altered or metamorphosed to low-grade.  Area of locality is highly iron-stained.  Christie (1974) reported the alteration assemblage of epidote-chlorite-kaolinite-pyrite accompanied by moderate to intense leaching."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:02"
368	"10059947"	1	"L"	""	"Quartz-Biotite-Alkalai Feldspar Overprinted By Chlorite-Clay-Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
369	"10005548"	1	"L"	""	"Tourmaline & Epidote Filling Joints In Granodiorite Andesite Dikes Are Intensely Propylitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
370	"10087643"	1	"L"	""	"Argillization, Limonitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
371	"10079584"	1	"L"	""	"Sepentinisation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
372	"10000416"	1	"L"	""	"None."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
373	"10100771"	1	"L"	""	"Limonitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
374	"10058003"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
375	"10104519"	1	"L"	""	"Phyllic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
376	"10039599"	1	"L"	""	"Oxidation Extends To Bottom Of 50-Ft Shaft"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
377	"10103933"	1	"L"	""	"Strong Alteration Of Volcanic Host Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
378	"10003292"	1	"L"	""	"Chloritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:27"
379	"10109759"	1	"L"	""	"Serpentinezation Of Saxonite And Dunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
380	"10310584"	1	"L"	""	"Ankeritic and sericitic alteration of wall rock with disseminated aurtiferous pyrite mineralization"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
381	"10012882"	1	"L"	""	"Altered Syenite And Basic Dikes Appear To Be Related To Mineralization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
382	"10096214"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
383	"10071394"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
384	"10039547"	1	"L"	""	"Silicification, Chloritization (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
385	"10013270"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
386	"10094192"	1	"L"	""	"Hidrotermal, Oxidacion, Supergena."	"MRDS migration"	"29-OCT-02"	""	""
387	"10046005"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
388	"10098502"	1	"L"	""	"The Rocks In The Vicinity Are Locally Silicified And Argillized."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
389	"10308131"	1	"L"	""	"The rocks exhibit silicification, pyritization, and argillization."	"ARDF migration"	"06-OCT-03"	""	""
